,generation,auc,final_y,run,problem
1728,28,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1729,29,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1730,30,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1731,31,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1732,32,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1733,33,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1734,34,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1735,35,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1736,36,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1737,37,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1738,38,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1739,39,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1740,40,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1741,41,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1742,42,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1743,43,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1744,44,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1745,45,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1746,46,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1747,47,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1748,48,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1749,49,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1750,50,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1751,51,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1752,52,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1753,53,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1754,54,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1755,55,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1756,56,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1757,57,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1758,58,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1759,59,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1760,60,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1761,61,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1762,62,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1763,63,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1764,64,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1765,65,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1766,66,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1767,67,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1768,68,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1769,69,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1770,70,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1771,71,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1772,72,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1773,73,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1774,74,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1775,75,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1776,76,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1777,77,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1778,78,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1779,79,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1780,80,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1781,81,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1782,82,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
